order_id,region,customer_segment,product_category,channel,is_premium,is_returned,order_date,quantity,unit_price,discount_pct,revenue,cost,margin,margin_pct,nps,session_minutes,page_views,age,income_k,loyalty_points,shipping_days,delivery_score,campaign,items_in_cart,payment_method,repeat_customer
ORD-20250133,Казань,B,Одежда,online,False,False,2023-02-03 06:00:00,2,171.11,17.6,281.99,205.14,76.85,27.3,7.7,20.1,12,24,460.0,6604,3,4.3,NEWYEAR,4,card,False
ORD-20250134,Казань,B,Одежда,store,False,False,2023-02-03 12:00:00,7,442.81,18.9,2513.82,1856.82,657.0,26.1,6.4,75.0,14,23,1109.0,7172,8,3.6,NONE,9,wallet,True
ORD-20250135,Москва,A,Электроника,mobile,True,False,2023-02-03 18:00:00,7,356.94,10.3,2241.24,1471.85,769.39,34.3,8.9,29.2,16,68,441.0,3773,3,4.3,SUMMER,9,wallet,False
ORD-20250136,СПб,B,Электроника,online,False,False,2023-02-04 00:00:00,7,319.85,14.4,1916.55,1172.23,744.32,38.8,7.4,35.6,12,66,308.0,4300,1,3.0,NONE,8,card,False
ORD-20250137,Москва,A,Продукты,mobile,False,False,2023-02-04 06:00:00,1,132.85,11.9,117.04,71.3,45.74,39.1,8.7,4.6,4,34,314.0,5177,9,4.1,NEWYEAR,2,cash,True
ORD-20250138,Москва,A,Спорт,mobile,False,False,2023-02-04 12:00:00,3,28.71,9.1,78.28,45.67,32.61,41.7,10.0,21.2,9,43,399.0,2264,10,3.4,NEWYEAR,6,wallet,False
ORD-20250139,Казань,B,Электроника,store,False,False,2023-02-04 18:00:00,5,493.88,3.2,2390.39,1633.89,756.5,31.6,9.2,23.4,13,27,488.0,4254,6,4.7,SALE20,9,credit,False
ORD-20250140,Казань,B,Одежда,mobile,False,False,2023-02-05 00:00:00,3,314.52,23.0,726.55,399.81,326.74,45.0,6.5,48.1,14,59,299.0,4631,5,4.3,NONE,6,card,True
ORD-20250141,Казань,A,Электроника,mobile,False,False,2023-02-05 06:00:00,1,484.12,3.2,468.63,244.93,223.7,47.7,9.3,3.2,11,67,628.0,4482,2,3.5,SALE20,5,cash,False
ORD-20250142,Новосибирск,B,Одежда,mobile,False,False,2023-02-05 12:00:00,2,34.69,16.2,58.14,33.86,24.28,41.8,9.4,26.6,10,44,331.0,2733,11,4.8,NONE,4,credit,True
ORD-20250143,Новосибирск,A,Электроника,mobile,True,False,2023-02-05 18:00:00,1,303.14,10.0,272.82,149.99,122.83,45.0,6.9,14.2,12,51,722.0,541,2,4.5,NONE,4,cash,False
ORD-20250144,Новосибирск,C,Спорт,online,False,False,2023-02-06 00:00:00,6,111.96,20.5,534.07,370.79,163.28,30.6,9.5,30.5,14,52,477.0,4243,8,5.0,SALE20,7,card,True
ORD-20250145,Москва,C,Одежда,mobile,False,False,2023-02-06 06:00:00,2,314.6,11.8,554.95,295.54,259.41,46.7,8.9,45.4,11,43,376.0,6786,1,5.0,SALE20,5,card,True
ORD-20250146,Москва,B,Спорт,store,False,False,2023-02-06 12:00:00,5,247.91,4.7,1181.3,674.07,507.23,42.9,9.6,48.6,15,40,140.0,5754,8,4.1,NEWYEAR,7,wallet,True
ORD-20250147,Новосибирск,B,Мебель,store,False,False,2023-02-06 18:00:00,1,198.41,3.8,190.87,101.36,89.51,46.9,8.7,9.6,7,57,373.0,2465,2,4.2,NONE,5,cash,False
ORD-20250148,Новосибирск,A,Одежда,mobile,False,False,2023-02-07 00:00:00,6,115.43,9.8,624.68,381.98,242.7,38.9,8.5,32.2,17,34,433.0,4833,2,4.4,SUMMER,8,cash,True
ORD-20250149,Москва,C,Одежда,online,False,False,2023-02-07 06:00:00,2,148.45,13.4,257.12,139.32,117.8,45.8,7.5,19.4,12,63,441.0,860,9,4.1,SALE20,3,credit,True
ORD-20250150,Москва,A,Электроника,store,False,True,2023-02-07 12:00:00,2,262.38,15.7,442.38,282.24,160.14,36.2,9.9,58.2,11,39,548.0,5117,5,5.0,SALE20,4,card,False
ORD-20250151,СПб,B,Спорт,online,False,False,2023-02-07 18:00:00,2,395.63,21.2,623.51,431.4,192.11,30.8,9.6,59.7,9,60,371.0,2890,13,4.2,NONE,4,wallet,False
ORD-20250152,Казань,B,Спорт,mobile,True,False,2023-02-08 00:00:00,1,425.28,9.4,385.31,260.05,125.26,32.5,10.0,5.6,8,41,551.0,4512,9,4.1,NEWYEAR,1,credit,False
ORD-20250153,Москва,C,Мебель,online,False,False,2023-02-08 06:00:00,7,146.87,19.5,827.62,447.31,380.31,46.0,6.2,27.4,18,36,301.0,646,11,3.8,SALE20,8,card,True
ORD-20250154,Казань,B,Электроника,store,False,False,2023-02-08 12:00:00,7,211.04,5.6,1394.55,864.13,530.42,38.0,9.0,21.3,15,24,648.0,3414,2,5.0,NONE,9,cash,True
ORD-20250155,СПб,A,Спорт,mobile,False,True,2023-02-08 18:00:00,1,683.0,22.0,532.74,300.89,231.85,43.5,8.6,7.0,8,38,652.0,216,7,3.7,SALE20,5,cash,True
ORD-20250156,Новосибирск,B,Одежда,online,False,False,2023-02-09 00:00:00,2,195.32,2.4,381.26,245.94,135.32,35.5,7.8,15.4,16,54,497.0,6047,6,3.4,NONE,4,credit,False
ORD-20250157,Новосибирск,B,Мебель,mobile,False,False,2023-02-09 06:00:00,5,318.02,20.1,1270.5,903.91,366.59,28.9,7.9,52.9,15,45,593.0,2994,10,4.1,SUMMER,8,cash,False
ORD-20250158,Казань,B,Продукты,online,False,False,2023-02-09 12:00:00,4,76.05,6.7,283.82,199.26,84.56,29.8,6.4,57.8,15,49,387.0,7691,1,5.0,SUMMER,5,credit,True
ORD-20250159,Москва,B,Электроника,online,True,True,2023-02-09 18:00:00,5,220.15,16.4,920.25,659.05,261.2,28.4,9.4,25.1,17,48,407.0,3980,8,3.7,SALE20,7,wallet,False
ORD-20250160,СПб,B,Одежда,mobile,False,False,2023-02-10 00:00:00,7,128.38,13.6,776.46,443.2,333.26,42.9,6.6,22.8,15,41,397.0,735,12,5.0,NONE,11,credit,True
ORD-20250161,СПб,B,Электроника,online,True,False,2023-02-10 06:00:00,6,129.03,14.5,661.91,458.96,202.95,30.7,8.1,29.5,16,33,735.0,7207,4,5.0,NONE,8,credit,True
ORD-20250162,Новосибирск,A,Электроника,online,False,False,2023-02-10 12:00:00,3,174.58,24.5,395.42,222.62,172.8,43.7,8.9,19.9,9,27,474.0,3765,4,5.0,NONE,6,wallet,True
ORD-20250163,Самара,B,Одежда,mobile,True,False,2023-02-10 18:00:00,3,242.6,15.0,618.64,297.24,321.4,52.0,8.1,35.8,11,25,322.0,3100,6,4.6,NEWYEAR,5,credit,True
ORD-20250164,СПб,C,Электроника,store,True,False,2023-02-11 00:00:00,3,115.6,5.4,328.07,205.58,122.49,37.3,10.0,41.0,7,55,427.0,5445,10,4.9,SALE20,7,credit,False
ORD-20250165,Москва,A,Мебель,online,False,False,2023-02-11 06:00:00,2,574.32,10.3,1030.33,648.02,382.31,37.1,6.2,7.2,7,40,362.0,6463,7,3.5,SALE20,3,cash,True
ORD-20250166,Новосибирск,C,Мебель,online,True,False,2023-02-11 12:00:00,4,172.4,2.4,673.06,456.52,216.54,32.2,8.5,12.7,13,21,470.0,5726,11,3.3,NONE,6,card,True
ORD-20250167,Самара,C,Мебель,online,True,True,2023-02-11 18:00:00,1,27.66,8.4,25.34,17.79,7.55,29.8,6.0,69.9,11,60,410.0,4987,4,4.2,NONE,3,card,False
ORD-20250168,СПб,C,Продукты,store,False,False,2023-02-12 00:00:00,1,168.7,7.3,156.39,112.38,44.01,28.1,7.1,4.8,7,37,255.0,7610,13,3.5,NONE,2,cash,False
ORD-20250169,Новосибирск,A,Одежда,mobile,False,False,2023-02-12 06:00:00,1,82.06,16.1,68.85,45.49,23.36,33.9,7.3,59.9,8,32,285.0,3717,13,4.1,NONE,2,cash,False
ORD-20250170,Самара,C,Мебель,online,False,False,2023-02-12 12:00:00,6,61.58,22.8,285.23,181.98,103.25,36.2,7.0,47.3,13,42,377.0,3603,5,4.1,NONE,8,wallet,True
ORD-20250171,Москва,A,Мебель,store,False,False,2023-02-12 18:00:00,4,106.81,7.0,397.35,180.66,216.69,54.5,10.0,13.1,14,37,760.0,379,4,5.0,NEWYEAR,5,wallet,False
ORD-20250172,Москва,B,Одежда,mobile,False,False,2023-02-13 00:00:00,3,398.48,21.2,942.0,455.99,486.01,51.6,7.1,18.6,9,38,211.0,4024,10,4.0,NEWYEAR,4,card,False
ORD-20250173,Москва,B,Одежда,mobile,True,False,2023-02-13 06:00:00,5,220.48,21.9,860.97,423.61,437.36,50.8,6.6,40.0,13,32,514.0,6817,10,4.0,SALE20,5,wallet,True
ORD-20250174,СПб,B,Спорт,mobile,False,False,2023-02-13 12:00:00,6,10.48,15.8,52.94,27.94,25.0,47.2,8.1,32.8,13,19,834.0,2271,10,3.7,NONE,9,wallet,False
ORD-20250175,Казань,B,Мебель,online,False,False,2023-02-13 18:00:00,6,260.74,17.5,1290.65,926.65,364.0,28.2,7.7,20.9,13,49,658.0,4939,5,3.7,SALE20,6,credit,True
ORD-20250176,Новосибирск,C,Продукты,online,True,False,2023-02-14 00:00:00,4,81.46,20.0,260.67,174.08,86.59,33.2,8.3,72.3,14,56,443.0,6498,9,5.0,SUMMER,6,cash,False
ORD-20250177,Новосибирск,A,Одежда,mobile,False,False,2023-02-14 06:00:00,6,506.09,9.3,2754.15,1762.58,991.57,36.0,9.7,62.7,10,67,408.0,1736,7,4.9,NONE,8,cash,False
ORD-20250178,Новосибирск,B,Одежда,online,False,False,2023-02-14 12:00:00,3,471.4,24.7,1064.89,518.95,545.94,51.3,5.7,16.0,7,25,578.0,22,12,4.3,SALE20,3,cash,True
ORD-20250179,Новосибирск,C,Одежда,online,False,False,2023-02-14 18:00:00,6,70.1,9.5,380.65,246.1,134.55,35.3,10.0,21.9,13,27,817.0,2217,10,4.5,NONE,6,credit,False
ORD-20250180,Москва,B,Спорт,store,False,False,2023-02-15 00:00:00,2,145.47,2.1,284.82,190.56,94.26,33.1,7.6,20.2,9,39,596.0,311,9,5.0,NONE,5,cash,True
ORD-20250181,Новосибирск,C,Продукты,mobile,False,False,2023-02-15 06:00:00,2,269.26,18.3,439.98,238.64,201.34,45.8,8.0,72.9,12,58,481.0,5955,10,4.4,SALE20,3,wallet,False
ORD-20250182,Новосибирск,C,Продукты,mobile,False,False,2023-02-15 12:00:00,6,239.9,8.4,1318.48,689.72,628.76,47.7,9.0,26.0,16,50,725.0,2600,7,5.0,SUMMER,10,cash,True
ORD-20250183,Самара,B,Спорт,mobile,False,False,2023-02-15 18:00:00,6,415.88,0.7,2477.83,1625.34,852.49,34.4,6.1,40.3,15,52,480.0,6540,4,4.2,NEWYEAR,8,card,True
ORD-20250184,Новосибирск,B,Мебель,online,False,False,2023-02-16 00:00:00,7,328.1,4.5,2193.35,1066.23,1127.12,51.4,8.8,91.7,10,45,464.0,6114,8,5.0,NEWYEAR,8,wallet,True
ORD-20250185,Казань,A,Мебель,mobile,False,False,2023-02-16 06:00:00,1,145.0,9.2,131.66,82.22,49.44,37.6,9.6,53.5,8,69,576.0,5810,8,4.3,NEWYEAR,1,credit,True
ORD-20250186,Самара,C,Одежда,mobile,False,False,2023-02-16 12:00:00,7,314.49,5.3,2084.78,1548.17,536.61,25.7,8.8,29.7,17,38,346.0,2005,6,3.8,SALE20,7,cash,True
ORD-20250187,Самара,A,Одежда,online,False,False,2023-02-16 18:00:00,7,124.31,3.4,840.61,384.49,456.12,54.3,8.9,49.8,14,23,1479.0,1664,9,4.0,SALE20,8,cash,False
ORD-20250188,СПб,B,Электроника,mobile,True,False,2023-02-17 00:00:00,4,51.07,4.1,195.92,98.89,97.03,49.5,9.5,27.8,8,42,476.0,2492,7,4.5,NONE,5,wallet,False
ORD-20250189,Самара,B,Продукты,online,False,False,2023-02-17 06:00:00,4,470.36,15.7,1586.05,965.98,620.07,39.1,8.7,17.9,9,65,415.0,587,1,4.7,NEWYEAR,6,card,False
ORD-20250190,Казань,B,Одежда,online,False,True,2023-02-17 12:00:00,2,296.06,3.2,573.18,270.13,303.05,52.9,9.2,21.4,10,46,627.0,2669,12,5.0,NONE,2,cash,False
ORD-20250191,Москва,B,Продукты,store,False,False,2023-02-17 18:00:00,5,172.27,19.6,692.51,458.67,233.84,33.8,8.3,27.5,12,59,693.0,3498,10,5.0,SALE20,9,cash,True
ORD-20250192,Москва,A,Продукты,online,False,False,2023-02-18 00:00:00,6,189.87,21.0,900.0,426.8,473.2,52.6,7.6,24.1,15,53,340.0,4337,13,4.0,SUMMER,8,cash,True
ORD-20250193,Самара,C,Электроника,online,False,False,2023-02-18 06:00:00,5,38.63,18.1,158.19,80.28,77.91,49.3,7.4,26.2,12,65,226.0,4315,9,5.0,NONE,6,wallet,False
ORD-20250194,Новосибирск,C,Продукты,mobile,True,False,2023-02-18 12:00:00,2,213.29,6.1,400.55,246.06,154.49,38.6,8.3,38.0,7,49,392.0,6533,12,4.4,NONE,2,cash,False
ORD-20250195,Самара,B,Мебель,online,False,False,2023-02-18 18:00:00,4,436.45,14.4,1494.39,1038.03,456.36,30.5,4.9,28.1,7,57,501.0,4322,9,4.6,NONE,4,cash,True
ORD-20250196,Новосибирск,C,Спорт,store,False,True,2023-02-19 00:00:00,2,257.37,1.5,507.02,283.97,223.05,44.0,10.0,35.6,16,49,332.0,6229,13,3.9,NONE,2,cash,True
ORD-20250197,Новосибирск,A,Одежда,online,False,False,2023-02-19 06:00:00,4,536.74,23.6,1640.29,765.88,874.41,53.3,8.6,20.5,9,32,443.0,4409,3,4.4,SUMMER,7,credit,False
ORD-20250198,Москва,A,Одежда,mobile,True,False,2023-02-19 12:00:00,7,424.52,0.2,2965.69,1644.04,1321.65,44.6,9.0,23.1,16,19,425.0,1789,4,5.0,NONE,7,cash,False
ORD-20250199,Самара,A,Продукты,online,False,False,2023-02-19 18:00:00,7,20.78,5.5,137.46,64.9,72.56,52.8,10.0,23.9,19,39,232.0,5675,7,4.3,NEWYEAR,11,card,True
ORD-20250200,СПб,B,Спорт,online,True,False,2023-02-20 00:00:00,6,228.1,2.1,1339.83,678.63,661.2,49.3,9.8,48.2,11,67,582.0,7839,4,2.4,SALE20,6,wallet,True
ORD-20250201,Самара,B,Электроника,online,False,False,2023-02-20 06:00:00,3,27.54,24.9,62.04,36.63,25.41,41.0,9.1,21.7,6,23,640.0,4543,8,4.5,SALE20,7,credit,True
ORD-20250202,Казань,A,Продукты,online,False,False,2023-02-20 12:00:00,3,69.77,1.0,207.23,148.02,59.21,28.6,10.0,28.8,6,30,484.0,4667,5,3.5,SUMMER,4,card,True
ORD-20250203,Новосибирск,B,Мебель,store,False,False,2023-02-20 18:00:00,6,96.1,0.0,576.59,414.03,162.56,28.2,8.8,21.3,15,18,522.0,1895,5,5.0,NONE,8,cash,True
ORD-20250204,Москва,B,Электроника,online,False,False,2023-02-21 00:00:00,1,445.8,2.5,434.65,287.41,147.24,33.9,7.7,43.7,8,39,344.0,6068,5,3.7,NONE,4,card,False
ORD-20250205,Москва,B,Электроника,mobile,True,False,2023-02-21 06:00:00,3,115.41,22.0,270.06,189.77,80.29,29.7,8.3,81.7,9,67,426.0,316,9,3.8,SALE20,3,card,False
ORD-20250206,Самара,C,Электроника,online,True,False,2023-02-21 12:00:00,4,173.52,10.0,624.68,381.34,243.34,39.0,7.6,63.6,11,40,585.0,5755,2,4.1,SALE20,4,credit,False
ORD-20250207,Казань,B,Одежда,online,True,False,2023-02-21 18:00:00,1,439.47,23.6,335.76,247.34,88.42,26.3,6.2,27.2,7,61,259.0,3840,1,4.4,NONE,4,credit,True
ORD-20250208,Новосибирск,B,Электроника,online,False,False,2023-02-22 00:00:00,6,342.28,24.0,1560.79,1093.16,467.63,30.0,6.9,19.6,10,48,297.0,7445,12,3.9,SUMMER,8,card,True
ORD-20250209,Новосибирск,A,Одежда,mobile,True,False,2023-02-22 06:00:00,3,105.0,18.2,257.66,166.74,90.92,35.3,9.2,14.2,8,22,253.0,1515,7,4.6,NEWYEAR,7,credit,False
ORD-20250210,СПб,C,Одежда,mobile,False,False,2023-02-22 12:00:00,6,177.41,4.2,1019.75,530.46,489.29,48.0,10.0,76.2,19,33,877.0,3875,11,4.9,NONE,8,cash,True
ORD-20250211,Самара,B,Мебель,online,False,False,2023-02-22 18:00:00,2,387.76,24.3,587.07,398.22,188.85,32.2,8.5,103.9,10,41,400.0,3272,1,5.0,NONE,4,cash,False
ORD-20250212,Самара,A,Одежда,online,False,False,2023-02-23 00:00:00,1,318.51,11.0,283.47,201.98,81.49,28.7,8.0,4.2,7,34,794.0,6636,4,4.6,NONE,2,cash,True
ORD-20250213,Новосибирск,A,Спорт,mobile,True,True,2023-02-23 06:00:00,4,163.15,11.6,576.91,342.44,234.47,40.6,9.1,36.6,13,33,434.0,1829,6,3.7,NONE,5,wallet,True
ORD-20250214,СПб,A,Электроника,online,False,False,2023-02-23 12:00:00,7,455.45,15.9,2681.22,1498.92,1182.3,44.1,9.1,30.8,11,49,916.0,3270,7,4.8,SUMMER,11,card,True
ORD-20250215,Москва,B,Электроника,online,False,False,2023-02-23 18:00:00,1,209.7,17.9,172.17,96.32,75.85,44.1,7.5,20.2,3,33,732.0,3864,12,3.8,NONE,2,card,False
ORD-20250216,СПб,A,Спорт,online,False,False,2023-02-24 00:00:00,1,366.44,24.1,278.13,187.92,90.21,32.4,8.1,16.5,4,62,340.0,4514,2,4.3,SUMMER,5,cash,True
ORD-20250217,СПб,C,Электроника,online,False,False,2023-02-24 06:00:00,6,53.43,24.3,242.67,178.36,64.31,26.5,7.1,19.7,9,64,468.0,1869,6,5.0,SALE20,8,wallet,False
ORD-20250218,Москва,B,Одежда,store,True,False,2023-02-24 12:00:00,1,453.47,10.3,406.76,231.91,174.85,43.0,8.1,27.9,6,19,299.0,3282,3,5.0,NONE,4,cash,True
ORD-20250219,СПб,C,Мебель,online,True,False,2023-02-24 18:00:00,5,345.98,3.6,1667.63,803.7,863.93,51.8,9.0,21.8,14,69,583.0,2406,13,4.9,NEWYEAR,6,card,True
ORD-20250220,Москва,B,Спорт,online,False,False,2023-02-25 00:00:00,1,158.59,22.9,122.27,56.57,65.7,53.7,7.9,29.8,9,47,688.0,1224,9,4.6,NONE,2,card,True
ORD-20250221,Москва,B,Одежда,mobile,False,False,2023-02-25 06:00:00,1,153.38,3.0,148.78,104.07,44.71,30.1,8.0,25.6,4,39,948.0,1522,10,3.2,NONE,3,cash,False
ORD-20250222,Самара,C,Одежда,online,True,False,2023-02-25 12:00:00,3,70.2,13.8,181.53,98.61,82.92,45.7,8.6,30.0,13,46,776.0,1620,9,4.5,NONE,6,cash,False
ORD-20250223,Самара,A,Электроника,mobile,False,False,2023-02-25 18:00:00,5,415.88,4.2,1992.07,1388.29,603.78,30.3,9.1,37.0,10,60,531.0,4761,13,3.6,NEWYEAR,9,cash,False
ORD-20250224,Москва,C,Продукты,mobile,False,False,2023-02-26 00:00:00,5,80.65,9.0,366.97,177.9,189.07,51.5,10.0,80.0,9,24,515.0,5919,13,4.2,SALE20,7,card,True
ORD-20250225,Казань,A,Одежда,online,False,False,2023-02-26 06:00:00,7,435.54,13.2,2646.35,1222.17,1424.18,53.8,9.7,42.6,14,26,405.0,5472,12,4.8,NONE,9,cash,False
ORD-20250226,Новосибирск,B,Одежда,mobile,True,False,2023-02-26 12:00:00,1,473.41,17.6,390.09,211.77,178.32,45.7,8.5,53.4,5,20,927.0,57,3,4.5,NEWYEAR,1,credit,False
ORD-20250227,СПб,C,Одежда,online,False,False,2023-02-26 18:00:00,1,73.96,24.4,55.91,30.45,25.46,45.5,5.7,30.3,8,58,316.0,4309,12,2.7,NONE,2,card,False
ORD-20250228,СПб,A,Спорт,store,False,False,2023-02-27 00:00:00,6,168.97,23.0,780.65,584.91,195.74,25.1,10.0,33.1,15,59,295.0,1780,4,4.8,NONE,10,card,True
ORD-20250229,Самара,A,Продукты,mobile,False,False,2023-02-27 06:00:00,3,76.56,13.0,199.81,104.23,95.58,47.8,7.9,58.6,10,20,288.0,7980,5,5.0,SUMMER,6,wallet,False
ORD-20250230,СПб,B,Продукты,online,True,False,2023-02-27 12:00:00,2,164.31,7.8,302.99,203.73,99.26,32.8,7.4,31.9,8,60,687.0,1167,1,5.0,SALE20,6,credit,True
ORD-20250231,Самара,B,Продукты,online,True,False,2023-02-27 18:00:00,7,441.99,13.4,2679.36,1945.98,733.38,27.4,9.2,60.6,15,35,657.0,3408,11,4.4,SALE20,8,card,True
ORD-20250232,Москва,B,Продукты,mobile,False,False,2023-02-28 00:00:00,3,17.82,9.2,48.53,33.23,15.3,31.5,6.8,23.5,10,20,534.0,4472,12,4.2,SALE20,6,cash,True
ORD-20250233,Москва,C,Одежда,online,True,False,2023-02-28 06:00:00,1,241.33,11.5,213.58,158.54,55.04,25.8,8.2,10.3,3,47,507.0,1471,5,5.0,NONE,1,card,False
ORD-20250234,Казань,A,Электроника,mobile,False,False,2023-02-28 12:00:00,1,277.44,22.9,213.91,107.0,106.91,50.0,7.8,31.5,9,53,278.0,425,11,3.7,SUMMER,4,credit,False
ORD-20250235,Казань,B,Одежда,store,False,False,2023-02-28 18:00:00,7,165.6,12.9,1009.65,661.37,348.28,34.5,7.8,40.3,17,21,498.0,6599,12,5.0,NONE,7,cash,False
ORD-20250236,Новосибирск,C,Одежда,online,False,True,2023-03-01 00:00:00,2,70.78,1.0,140.15,85.02,55.13,39.3,9.0,18.5,8,31,732.0,2552,8,4.5,NONE,6,cash,True
ORD-20250237,Самара,C,Одежда,online,False,False,2023-03-01 06:00:00,7,313.53,17.1,1819.4,1293.59,525.81,28.9,6.2,42.3,16,24,290.0,3631,7,5.0,NONE,11,wallet,True
ORD-20250238,СПб,C,Электроника,online,False,False,2023-03-01 12:00:00,2,309.88,7.0,576.37,387.83,188.54,32.7,8.1,6.8,15,30,274.0,5948,9,4.8,SUMMER,5,card,True
ORD-20250239,Москва,C,Спорт,online,False,False,2023-03-01 18:00:00,3,22.53,5.3,64.02,43.77,20.25,31.6,9.5,10.3,16,34,506.0,3040,1,4.9,SALE20,5,cash,True
ORD-20250240,Казань,A,Продукты,online,False,False,2023-03-02 00:00:00,1,409.53,19.2,330.9,187.25,143.65,43.4,8.1,16.2,5,65,607.0,3651,6,4.4,NONE,4,cash,True
ORD-20250241,Самара,A,Продукты,store,False,False,2023-03-02 06:00:00,4,298.66,4.1,1145.67,748.21,397.46,34.7,10.0,23.1,15,42,619.0,4306,12,3.9,NONE,4,credit,True
ORD-20250242,СПб,C,Спорт,online,False,False,2023-03-02 12:00:00,7,9.79,15.2,58.14,41.53,16.61,28.6,7.8,26.9,15,50,725.0,6030,5,5.0,NONE,7,card,False
ORD-20250243,Самара,B,Спорт,online,False,False,2023-03-02 18:00:00,7,159.62,20.4,889.38,452.84,436.54,49.1,7.0,23.8,9,29,477.0,1081,10,3.6,NONE,9,credit,True
ORD-20250244,Москва,B,Одежда,online,False,False,2023-03-03 00:00:00,3,102.13,7.5,283.41,130.21,153.2,54.1,8.7,22.8,10,49,230.0,7998,1,2.8,NONE,3,cash,True
ORD-20250245,Самара,C,Спорт,mobile,True,False,2023-03-03 06:00:00,1,288.07,11.8,254.08,138.08,116.0,45.7,6.4,19.6,4,34,550.0,7300,9,3.4,NONE,2,credit,True
ORD-20250246,Новосибирск,B,Продукты,mobile,False,False,2023-03-03 12:00:00,5,229.18,14.4,980.91,695.4,285.51,29.1,9.0,21.8,12,40,719.0,4955,5,3.4,NONE,7,card,False
ORD-20250247,СПб,B,Продукты,mobile,False,False,2023-03-03 18:00:00,3,401.02,16.0,1010.58,595.68,414.9,41.1,10.0,17.8,12,26,349.0,6579,12,4.5,SUMMER,4,card,False
ORD-20250248,Самара,B,Спорт,mobile,False,False,2023-03-04 00:00:00,7,484.72,24.3,2568.54,1353.85,1214.69,47.3,9.2,51.4,17,51,423.0,5574,10,5.0,NONE,8,card,True
ORD-20250249,Самара,B,Спорт,mobile,False,False,2023-03-04 06:00:00,1,206.68,22.2,160.8,116.3,44.5,27.7,6.3,29.4,9,23,187.0,7426,13,4.1,NEWYEAR,5,credit,False
ORD-20250250,СПб,A,Спорт,store,False,False,2023-03-04 12:00:00,1,395.01,5.2,374.47,173.25,201.22,53.7,8.4,24.6,13,39,400.0,252,2,3.4,SUMMER,4,wallet,True
ORD-20250251,Москва,C,Электроника,online,False,False,2023-03-04 18:00:00,6,365.04,13.6,1892.35,1309.44,582.91,30.8,8.7,66.0,17,39,847.0,3801,10,4.6,NONE,10,credit,False
ORD-20250252,СПб,B,Электроника,mobile,False,False,2023-03-05 00:00:00,5,91.48,3.9,439.54,303.16,136.38,31.0,7.7,58.5,13,37,374.0,7843,4,4.2,NONE,6,card,False
ORD-20250253,Новосибирск,B,Одежда,mobile,True,False,2023-03-05 06:00:00,5,36.55,1.5,179.99,109.02,70.97,39.4,7.9,18.7,12,29,293.0,2652,8,4.0,NEWYEAR,8,card,False
ORD-20250254,СПб,A,Одежда,online,True,False,2023-03-05 12:00:00,4,336.16,9.2,1220.92,646.05,574.87,47.1,7.7,15.0,9,24,979.0,6715,4,4.4,SUMMER,8,wallet,True
ORD-20250255,СПб,A,Мебель,mobile,False,False,2023-03-05 18:00:00,7,348.68,8.0,2245.49,1303.21,942.28,42.0,10.0,24.2,16,51,572.0,1122,3,4.5,SALE20,8,credit,True
ORD-20250256,СПб,A,Электроника,mobile,False,True,2023-03-06 00:00:00,5,651.31,14.3,2790.87,1552.41,1238.46,44.4,7.9,180.0,11,66,541.0,39,11,4.9,NONE,5,cash,True
ORD-20250257,СПб,A,Одежда,online,False,False,2023-03-06 06:00:00,2,326.56,16.0,548.63,270.2,278.43,50.8,9.7,19.8,9,29,476.0,5319,10,4.9,NONE,2,credit,True
